topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,case_id,committed,view,leader,prepare_votes,commit_votes,started_at,committed_at,view_changes,reason,message_count,bytes_sent,safety_violation,semantic_proposal_valid,fault_activated,validator_rechecks,validator_recheck_failures,invalid_proposal_attempted
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_003-w0000,True,0,rsu-1,4,4,14.038539867159768,14.076057672515548,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_003-w0001,True,0,rsu-4,4,4,29.04245756646905,29.081554500103756,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_027-w0001,True,0,rsu-1,4,4,29.09200331071508,29.132625920531954,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_035-w0001,True,0,rsu-1,4,4,29.17008894863073,29.208570805697665,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_006-w0002,True,0,rsu-2,4,4,44.01376250231094,44.05394997653439,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_027-w0002,True,0,rsu-1,4,4,44.067931368252594,44.10546298014828,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_035-w0002,True,0,rsu-3,4,4,44.15116824162064,44.19566148840897,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1005,distributed_density_honest,,case-urban_roundabout-1005-veh_047-w0003,True,0,rsu-2,4,4,59.01337194764966,59.05083579346353,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_003-w0000,True,0,rsu-3,4,4,14.040199371109495,14.080467803117685,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_003-w0001,True,0,rsu-2,4,4,29.045076657423802,29.086716854479327,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_027-w0001,True,0,rsu-1,4,4,29.09265741095465,29.130502672576313,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_006-w0002,True,0,rsu-2,4,4,44.01299356582235,44.04810804049987,0,committed,27,10080,False,True,False,4,0,False
