topology,ttl_seconds,from_vehicle_count,to_vehicle_count,metric,previous_mean,current_mean,absolute_change,relative_change
corridor,5.0,40,60,cache_hits,2343.6,3598.5,1254.9,0.5354582693292371
corridor,5.0,40,60,cache_misses,1034.4,1353.6,319.1999999999998,0.3085846867749418
corridor,5.0,40,60,cache_hit_rate,0.6937833037300177,0.7266698483505846,0.03288654462056684,0.04740175274290612
corridor,5.0,40,60,v2i_queries,1034.4,1353.6,319.1999999999998,0.3085846867749418
corridor,5.0,40,60,v2i_queries_avoided,2343.6,3598.5,1254.9,0.5354582693292371
corridor,5.0,40,60,query_failures,0.0,0.1,0.1,
corridor,5.0,40,60,accepted,2483.7,3635.7,1152.0,0.4638241333494384
corridor,5.0,40,60,rejected,894.3,1316.4,422.10000000000014,0.4719892653471991
corridor,5.0,40,60,anomaly_escalations,67.1,99.2,32.10000000000001,0.47839046199701957
corridor,5.0,40,60,stale_trust_acceptances,29.0,40.8,11.799999999999997,0.40689655172413786
corridor,5.0,40,60,stale_acceptance_rate,0.0085849615156897,0.008235448984673249,-0.00034951253101645104,-0.04071218378529585
corridor,5.0,40,60,authorization_latency_mean_ms,5.359803175820975,4.812256292079626,-0.5475468837413491,-0.10215802069214601
corridor,5.0,40,60,authorization_latency_p95_ms,21.111557472364712,20.795176992518268,-0.316380479846444,-0.014986126924107326
corridor,5.0,40,60,messages_total,2111.6,2761.4,649.8000000000002,0.3077287365031257
corridor,5.0,40,60,messages_per_interaction,0.6251036116044997,0.5576054641378101,-0.06749814746668958,-0.10797913532036249
corridor,5.0,40,60,bytes_total,1485939.2,1942592.0,456652.80000000005,0.30731593863329004
corridor,5.0,40,60,bytes_per_interaction,439.88727057430435,392.2648011470808,-47.622469427223564,-0.10826062178396073
corridor,5.0,40,60,cache_entries_final,477.1,570.4,93.29999999999995,0.1955564871096205
corridor,5.0,40,60,cache_entries_peak,477.1,570.4,93.29999999999995,0.1955564871096205
corridor,5.0,60,80,observed_vehicle_count,60.0,80.0,20.0,0.3333333333333333
corridor,5.0,60,80,interactions,4952.1,6293.3,1341.1999999999998,0.27083459542416344
corridor,5.0,60,80,mean_active_vehicles,52.148421052631576,66.25578947368422,14.10736842105264,0.2705234048565836
corridor,5.0,60,80,peak_active_vehicles,60.0,80.0,20.0,0.3333333333333333
corridor,5.0,60,80,cache_hits,3598.5,4612.1,1013.6000000000004,0.28167291927191895
corridor,5.0,60,80,cache_misses,1353.6,1681.2,327.60000000000014,0.2420212765957448
corridor,5.0,60,80,cache_hit_rate,0.7266698483505846,0.7328044504382376,0.0061346020876530405,0.008442076001333385
corridor,5.0,60,80,v2i_queries,1353.6,1681.2,327.60000000000014,0.2420212765957448
corridor,5.0,60,80,v2i_queries_avoided,3598.5,4612.1,1013.6000000000004,0.28167291927191895
corridor,5.0,60,80,query_failures,0.1,0.1,0.0,0.0
corridor,5.0,60,80,accepted,3635.7,4632.3,996.6000000000004,0.2741150259922437
corridor,5.0,60,80,rejected,1316.4,1661.0,344.5999999999999,0.26177453661501054
corridor,5.0,60,80,anomaly_escalations,99.2,129.1,29.89999999999999,0.30141129032258057
corridor,5.0,60,80,stale_trust_acceptances,40.8,57.4,16.6,0.40686274509803927
corridor,5.0,60,80,stale_acceptance_rate,0.008235448984673249,0.00912225868546661,0.0008868097007933614,0.10768201010579712
corridor,5.0,60,80,authorization_latency_mean_ms,4.812256292079626,4.714461713214059,-0.09779457886556653,-0.020321980570013325
corridor,5.0,60,80,authorization_latency_p95_ms,20.795176992518268,20.732251889800143,-0.06292510271812546,-0.0030259469655278615
corridor,5.0,60,80,messages_total,2761.4,3430.6,669.1999999999998,0.24234084160208583
corridor,5.0,60,80,messages_per_interaction,0.5576054641378101,0.545230815495394,-0.012374648642416108,-0.022192480953446614
corridor,5.0,60,80,bytes_total,1942592.0,2414336.0,471744.0,0.24284255263071194
corridor,5.0,60,80,bytes_per_interaction,392.2648011470808,383.7147100986793,-8.550091048401498,-0.02179673277693763
corridor,5.0,60,80,cache_entries_final,570.4,685.4,115.0,0.20161290322580647
corridor,5.0,60,80,cache_entries_peak,570.4,685.4,115.0,0.20161290322580647
corridor,5.0,80,100,observed_vehicle_count,80.0,100.0,20.0,0.25
corridor,5.0,80,100,interactions,6293.3,7454.7,1161.3999999999996,0.18454546899083146
corridor,5.0,80,100,mean_active_vehicles,66.25578947368422,78.48105263157895,12.22526315789473,0.18451614953211623
corridor,5.0,80,100,peak_active_vehicles,80.0,100.0,20.0,0.25
corridor,5.0,80,100,cache_hits,4612.1,5284.4,672.2999999999993,0.14576873875241197
corridor,5.0,80,100,cache_misses,1681.2,2170.3,489.10000000000014,0.290923150130859
